person_id,display_first_last,from_year,to_year,draft_year,height_feet,height_inches,weight,team_id,jersey,school,country
2580,Travis Hansen,2003,2003,2003,6,6,205,1610612737,6,Brigham Young,USA
2581,Steve Blake,2003,2015,2003,6,3,172,1610612757,22,Maryland,USA
2582,Slavko Vranes,2003,2003,2003,7,5,275,0,,Buducnost,Montenegro
2583,Derrick Zimmerman,2005,2005,2003,6,3,195,0,,Mississippi State,USA
2584,Willie Green,2003,2014,2003,6,3,205,1610612755,34,Detroit,USA
2585,Zaza Pachulia,2003,2018,2003,6,11,270,1610612737,27,Ulkerspor,Georgia
2586,Keith Bogans,2003,2013,2003,6,5,215,1610612753,4,Kentucky,USA
2588,Matt Bonner,2004,2015,2003,6,10,235,1610612759,15,Florida,USA
2590,Mo Williams,2003,2015,2003,6,1,198,1610612749,52,Alabama,USA
2591,James Lang,2006,2006,2003,6,10,305,0,,Central Park Christian HS (AL),USA
2592,James Jones,2003,2016,2003,6,8,218,1610612748,1,Miami,USA
2601,Andreas Glyniadakis,2006,2006,2003,7,1,280,0,,AEK Athens,Greece
2602,Jerome Beasley,2003,2003,2003,6,9,237,1610612748,24,North Dakota,USA
2604,Theron Smith,2003,2004,,6,8,225,0,,Ball State,USA
2617,Udonis Haslem,2003,2023,,6,7,235,1610612748,40,Florida,USA
2632,Kirk Penney,2003,2004,,6,5,220,0,,Wisconsin,USA
2637,Alex Scales,2005,2005,,6,4,195,0,,Oregon,USA
2639,Britton Johnsen,2003,2004,,6,10,210,0,,Utah,USA
2652,Shelton Jones,1988,1988,1988,6,8,210,1610612755,31,St. John's (NY),USA
2657,Yuta Tabuse,2004,2004,,5,9,165,0,,Brigham Young-Hawaii,USA
2667,Desmond Penigar,2003,2003,,6,7,245,0,,Utah State,USA
2668,Josh Davis,2003,2011,,6,8,235,0,,Wyoming,USA
2669,Linton Johnson,2003,2008,,6,8,205,1610612740,54,Tulane,USA
2673,Hiram Fuller,2003,2003,,6,9,240,0,,Fresno State,USA
2684,Melvin Sanders,2005,2005,,6,5,210,0,,Oklahoma State,USA
2688,Brandin Knight,2004,2004,,6,0,180,0,,Pittsburgh,USA
2693,Keith McLeod,2003,2006,,6,2,190,1610612762,20,Bowling Green,USA
2694,Josh Powell,2005,2013,,6,9,240,1610612747,21,North Carolina State,USA
2696,Lynn Greer,2006,2006,,6,2,175,1610612749,3,Temple,USA
2724,Desmond Ferguson,2003,2003,,6,7,210,1610612757,5,Detroit,USA
2730,Dwight Howard,2004,2021,2004,6,10,265,1610612747,39,,USA
2731,Emeka Okafor,2004,2017,2004,6,10,255,1610612766,50,Connecticut,USA
2732,Ben Gordon,2004,2014,2004,6,3,205,1610612741,7,Connecticut,USA
2733,Shaun Livingston,2004,2018,2004,6,7,192,1610612744,34,No College,USA
2734,Devin Harris,2004,2018,2004,6,3,185,1610612742,34,Wisconsin,USA
2735,Josh Childress,2004,2013,2004,6,8,210,0,,Stanford,USA
2736,Luol Deng,2004,2018,2004,6,9,237,1610612741,9,Duke,United Kingdom
2737,Rafael Araujo,2004,2006,2004,6,11,270,1610612761,55,Brigham Young,Brazil
2739,Luke Jackson,2004,2007,2004,6,7,215,0,,Oregon,USA
2740,Andris Biedrins,2004,2013,2004,7,0,250,0,,BK Skonto,Latvia
2741,Robert Swift,2004,2008,2004,7,1,270,1610612760,31,Bakersfield HS (CA),USA
2742,Sebastian Telfair,2004,2014,2004,6,0,170,0,,Abraham Lincoln HS (NY),USA
2743,Kris Humphries,2004,2016,2004,6,9,235,1610612751,43,Minnesota,USA
2744,Al Jefferson,2004,2017,2004,6,10,280,1610612762,25,Prentiss HS (MS),USA
2745,Kirk Snyder,2004,2007,2004,6,6,225,1610612740,30,Nevada-Reno,USA
2746,Josh Smith,2004,2017,2004,6,9,225,0,,Oak Hill Academy (VA),USA
2747,JR Smith,2004,2019,2004,6,6,220,1610612743,21,No College,USA
2749,Jameer Nelson,2004,2017,2004,6,0,190,1610612753,41,St. Joseph's (PA),USA
2750,Pavel Podkolzin,2004,2005,2004,7,5,260,0,,Metis Varese,Russia
2751,Viktor Khryapa,2004,2008,2004,,,,0,,CSKA Moscow,Russia
2753,Delonte West,2004,2011,2004,6,3,180,1610612738,13,St. Joseph's (PA),USA
2754,Tony Allen,2004,2017,2004,6,4,213,0,,Oklahoma State,USA
2755,Kevin Martin,2004,2015,2004,6,7,199,1610612758,23,Western Carolina,USA
2756,Sasha Vujacic,2004,2016,2004,6,7,195,1610612747,18,Udine,Slovenia
2757,Beno Udrih,2004,2016,2004,6,3,205,1610612758,19,Olimpia Milano,Slovenia
2758,David Harrison,2004,2007,2004,7,0,280,1610612754,13,Colorado,USA
2760,Anderson Varejao,2004,2020,2004,6,11,260,0,,FC Barcelona,Brazil
2762,Peter John Ramos,2004,2004,2004,7,3,275,0,,Caguas,Puerto Rico
2763,Lionel Chalmers,2004,2004,2004,6,0,180,1610612746,0,Xavier,USA
2764,Donta Smith,2004,2005,2004,6,7,215,1610612737,15,Southeastern Illinois,USA
2765,Andre Emmett,2004,2011,2004,6,5,230,0,,Texas Tech,USA
2766,Antonio Burks,2004,2005,2004,6,0,195,1610612763,1,Memphis,USA
2767,Royal Ivey,2004,2013,2004,6,4,200,0,,Texas-Austin,USA
2768,Chris Duhon,2004,2012,2004,6,1,190,1610612741,21,Duke,USA
2770,Justin Reed,2004,2006,2004,6,8,240,0,,Mississippi,USA
2772,Trevor Ariza,2004,2021,2004,6,8,215,0,,UCLA,USA
2774,Bernard Robinson,2004,2006,2004,6,6,210,1610612766,22,Michigan,USA
2776,Pape Sow,2004,2006,2004,6,10,250,1610612761,9,California State-Fullerton,Senegal
2779,Vassilis Spanoulis,2006,2006,2004,6,4,195,1610612745,10,Panathinaikos,Greece
2782,Matt Freije,2004,2006,2004,6,9,249,0,,Vanderbilt,USA
2784,Luis Flores,2004,2004,2004,6,2,195,1610612744,12,Manhattan,USA
2788,DJ Mbenga,2004,2010,,7,0,255,1610612747,28,Spirou Charleroi,Belgium
2798,Horace Jenkins,2004,2004,,6,1,180,1610612765,5,William Paterson,USA
2800,Tony Bobbitt,2004,2004,,6,4,190,0,,Cincinnati,USA
2804,Andres Nocioni,2004,2016,,,,,0,,Tau Ceramica,Argentina
2809,Gerald Fitch,2005,2005,,6,3,188,0,,Kentucky,USA
2823,John Edwards,2004,2005,,7,0,275,1610612737,54,Kent State,USA
2824,Desmon Farmer,2006,2008,,6,5,220,0,,Southern California,USA
2825,Ibrahim Kutluay,2004,2004,,6,6,200,0,,Ulkerspor,Turkey
2839,James Thomas,2004,2005,,6,9,245,0,,Texas-Austin,USA
2852,Awvee Storey,2004,2007,,6,6,225,1610612749,20,Arizona State,USA
2853,Earl Barron,2005,2014,,7,0,250,1610612748,30,Memphis,USA
2863,Damien Wilkins,2004,2017,,6,6,217,0,,Georgia,USA
2866,Jackie Butler,2004,2006,,6,10,260,1610612752,45,Coastal Christian Academy (VA),USA
2867,Kasib Powell,2007,2007,,6,7,215,1610612748,12,Texas Tech,USA
2873,Billy Thomas,2004,2007,,6,5,220,1610612751,12,Kansas,USA
2891,Mark Jones,1983,2004,1983,6,6,215,1610612753,7,St. Bonaventure,USA
76001,Alaa Abdelnaby,1990,1994,1990,6,10,240,1610612757,30,Duke,USA
76003,Kareem Abdul-Jabbar,1969,1988,1969,7,2,225,1610612747,33,UCLA,USA
76005,Tom Abernethy,1976,1980,1976,6,7,220,1610612744,5,Indiana,USA
76006,Forest Able,1956,1956,1956,6,3,180,1610612755,6,Western Kentucky,USA
76007,John Abramovic,1946,1947,,6,3,195,1610610031,,Salem,USA
76008,Donald Ackerman,1953,1953,1953,6,0,183,1610612752,,Long Island-Brooklyn,USA
76009,Mark Acres,1987,1992,1985,6,11,220,1610612753,42,Oral Roberts,USA
76010,Charles Acton,1967,1967,,6,6,210,1610612745,24,Hillsdale,USA
76011,Alvan Adams,1975,1987,1975,6,9,210,1610612756,33,Oklahoma,USA
76012,Don Adams,1970,1976,1970,6,7,210,1610612765,10,Northwestern,USA
76015,Rick Adelman,1968,1974,1968,6,2,175,1610612757,5,Loyola-Marymount,USA
76016,Mark Aguirre,1981,1993,1981,6,6,232,1610612742,7,DePaul,USA
76018,Henry Akin,1966,1967,1966,6,10,225,1610612752,10,Morehead State,USA
76019,Mark Alarie,1986,1990,1986,6,8,217,1610612764,31,Duke,USA
76020,Gary Alcorn,1959,1960,1959,6,9,225,1610612765,24,Fresno State,USA
76024,Steve Alford,1987,1990,1987,6,2,183,1610612742,4,Indiana,USA
76027,Lucius Allen,1969,1978,1969,6,2,175,1610612749,42,UCLA,USA
76028,Bob Allen,1968,1968,1968,6,9,205,1610612744,50,Marshall,USA
76029,Odis Allison,1971,1971,1971,6,6,195,1610612744,22,UNLV,USA
76030,Darrell Allums,1980,1980,1980,6,8,220,1610612742,32,UCLA,USA
76036,Daniel Anderson,1974,1975,1974,6,2,185,1610612757,33,Southern California,USA
76037,Dwight Anderson,1982,1982,1982,6,3,185,1610612743,20,Southern California,USA
76040,Jerome Anderson,1975,1976,1975,6,5,195,1610612754,21-23,West Virginia,USA
76041,Kim Anderson,1978,1978,1978,6,7,200,1610612757,42,Missouri,USA
76042,Michael Anderson,1988,1988,1988,5,11,184,1610612759,10,Drexel,USA
76043,Mitchell Anderson,1982,1984,1982,6,8,195,1610612762,11,Bradley,USA
76045,Richard Anderson,1982,1989,1982,6,10,240,1610612757,35,California-Santa Barbara,USA
76046,Ron Anderson,1984,1993,1984,6,7,215,1610612755,35,Fresno State,USA
76049,Don Anielak,1954,1954,1954,6,7,190,1610612752,12,Missouri State,USA
76050,Michael Ansley,1989,1991,1989,6,7,225,1610612753,54,Alabama,USA
76053,Stacey Arceneaux,1961,1961,,6,4,210,1610612737,,Iowa State,USA
76054,Nate Archibald,1970,1983,1970,6,1,150,1610612758,1,Texas-El Paso,USA
76055,Jim Ard,1974,1977,1970,6,9,215,1610612738,34,Cincinnati,USA
76056,Paul Arizin,1950,1961,1950,6,4,190,1610612744,11,Villanova,USA
76057,Joe Arlauckas,1987,1987,1987,6,9,230,1610612758,53,Niagara,USA
76059,Tate Armstrong,1977,1978,1977,6,3,175,1610612741,14,Duke,USA
76062,Jesse Arnelle,1955,1955,1955,6,5,220,1610612765,15-18,Penn State,USA
76064,Bob Arnzen,1970,1970,1969,6,5,205,1610612758,21-30,Notre Dame,USA
76065,John Arthurs,1969,1969,1969,6,4,185,1610612749,12,Tulane,USA
76068,Don Asmonga,1953,1953,,6,2,185,1610610024,,Alliance,USA
76069,Richard Atha,1955,1957,1953,6,2,190,1610612752,7,Indiana State,USA
76071,Chet Aubuchon,1946,1946,,5,10,137,1610610028,,Michigan State,USA
76073,John Austin,1966,1966,1966,6,0,170,1610612764,34,Boston College,USA
76076,William Averitt,1976,1977,1973,6,2,170,1610612746,15,Pepperdine,USA
76078,Dennis Awtrey,1970,1981,1970,6,10,235,1610612756,20,Santa Clara,USA
76079,Milos Babic,1990,1991,1990,7,0,240,1610612739,00,Tennessee Tech,USA
76080,Johnny Bach,1948,1948,1948,6,2,180,1610612738,17,Fordham,USA
76081,Jim Baechtold,1952,1956,1952,6,4,205,1610612752,10,Eastern Kentucky,USA
76082,John Bagley,1982,1993,1982,6,0,185,1610612739,5,Boston College,USA
76083,Gus Bailey,1974,1979,1974,6,5,185,1610612745,20,Texas-El Paso,USA
76084,Carl Bailey,1981,1981,1980,7,0,210,1610612757,21,Tuskegee,USA
76085,James Bailey,1979,1987,1979,6,9,220,1610612760,2,Rutgers,USA
76089,Norm Baker,1946,1946,,6,0,180,1610610025,,Victoria,Canada
76090,Cedric Ball,1990,1990,,6,8,210,1610612746,44,North Carolina-Charlotte,USA
76091,Greg Ballard,1977,1988,1977,6,7,215,1610612764,42,Oregon,USA
76092,Herschel Baltimore,1946,1946,,6,4,195,1610610034,,Penn State,USA
76093,Gene Banks,1981,1986,1981,6,7,215,1610612759,20,Duke,USA
76094,Ken Bannister,1984,1990,1984,6,9,235,1610612752,51,St. Augustine's,USA
76095,Mike Bantom,1973,1981,1973,6,9,200,1610612754,42,St. Joseph's (PA),USA
76096,John Barber,1956,1956,1956,6,6,210,1610612737,25,California State-Los Angeles,USA
76097,Stephen Bardo,1991,1995,1990,6,5,190,1610612742,25,Illinois,USA
76098,Cliff Barker,1949,1951,1949,6,2,185,1610610030,,Kentucky,USA
76099,Tom Barker,1976,1978,1976,6,11,225,1610612737,6,Hawaii,USA
76102,Don Barksdale,1951,1954,,6,6,200,1610612738,17,UCLA,USA
76104,Marvin Barnes,1976,1979,1974,6,9,210,1610612746,27,Providence,USA
76105,Jim Barnes,1964,1970,1964,6,8,210,1610612738,12,Texas-El Paso,USA
76106,Jim Barnett,1966,1976,1966,6,4,170,1610612744,33,Oregon,USA
76108,John Barnhill,1962,1968,1959,6,1,180,1610612737,11,Tennessee State,USA
76109,Norton Barnhill,1976,1976,1976,6,4,205,1610612760,10,Washington State,USA
76110,Leo Barnhorst,1949,1953,1949,6,4,190,1610610030,8-15,Notre Dame,USA
76111,John Barr,1946,1946,,6,3,205,1610610034,,Penn State,USA
76112,Mike Barr,1976,1976,1972,6,3,180,1610612758,34,Duquesne,USA
76114,Ernie Barrett,1953,2008,1951,,,,0,,Kansas State,USA
76117,Ed Bartels,1949,1950,,6,6,195,1610610036,,North Carolina State,USA
76118,Vic Bartolome,1971,1971,1970,7,0,230,1610612744,20,Oregon State,USA
76120,Tim Bassett,1976,1979,1973,6,8,225,1610612751,21,Georgia,USA
76121,Billyray Bates,1979,1982,1978,6,4,210,1610612757,35,Kentucky State,USA
76124,Dave Batton,1982,1983,1978,6,10,240,1610612764,45,Notre Dame,USA
76125,Johnny Baum,1969,1970,1969,6,5,200,1610612741,14,Temple,USA
76126,Frankie Baumholtz,1946,1946,,5,10,170,1610610026,,Ohio,USA
76127,Elgin Baylor,1958,1971,1958,6,5,225,1610612747,22,Seattle,USA
76128,Sergei Bazarevich,1994,1994,,6,2,168,1610612737,5,Tofas S.K.,Russia
76129,Ed Beach,1950,1950,1950,6,3,200,1610612737,,West Virginia,USA
76130,Butch Beard,1969,1978,1969,6,3,185,1610612752,9,Louisville,USA
76131,Ralph Beard,1949,1950,1949,5,10,175,1610610030,,Kentucky,USA
76133,Zelmo Beaty,1962,1974,1962,6,9,225,1610612737,31,Prairie View A&M,USA
76134,Byron Beck,1976,1976,1967,6,9,225,1610612743,40,Denver,USA
76136,Ernie Beck,1953,1960,1953,6,4,190,1610612744,12,Pennsylvania,USA
76137,Moe Becker,1946,1946,,6,1,185,1610610028,,Duquesne,USA
76140,Ron Behagen,1973,1979,1973,6,9,185,1610612758,12,Minnesota,USA
76141,Elmer Behnke,1951,1951,1951,6,7,210,1610612737,,Bradley,USA
76142,Dennis Bell,1973,1975,1973,6,5,185,1610612752,46,Drake,USA
76143,William Bell,1959,1960,,6,0,180,1610612752,15,North Carolina State,USA
76144,Walt Bellamy,1961,1974,1961,6,10,225,1610612737,8,Indiana,USA
76145,Irv Bemoras,1953,1956,1953,6,3,185,1610612737,26,Illinois,USA
76146,Leon Benbow,1974,1975,1974,6,4,185,1610612741,5,Jacksonville,USA
76148,Tony Bennett,1992,1994,1992,6,0,175,1610612766,25,Wisconsin-Green Bay,USA
76152,Winston Bennett,1989,1991,1988,6,7,210,1610612739,30,Kentucky,USA
76154,Kent Benson,1977,1987,1977,6,11,235,1610612765,54,Indiana,USA
76155,Gene Berce,1949,1949,1948,5,11,175,1610612737,,Marquette,USA
76156,Gary Bergen,1956,1956,1956,6,8,210,1610612752,18,Utah,USA
76157,Ricky Berry,1988,1988,1988,6,8,205,1610612758,34,San Jose State,USA
76158,Walter Berry,1986,1988,1986,6,8,215,1610612759,6,St. John's (NY),USA
76162,Henry Bibby,1972,1980,1972,6,1,185,1610612755,10-15,UCLA,USA
76163,Ed Biedenbach,1968,1968,1968,6,1,175,1610612756,12,North Carolina State,USA
76164,Don Bielke,1955,1955,1954,6,7,240,1610612765,18,Valparaiso,USA
76165,Bob Bigelow,1975,1978,1975,6,7,215,1610612758,32,Pennsylvania,USA
76167,Joe Binion,1986,1986,1984,6,8,235,1610612757,50,North Carolina A&T,USA
76168,Jerry Bird,1958,1958,1956,6,6,210,1610612752,7,Kentucky,USA
76170,Otis Birdsong,1977,1988,1977,6,3,190,1610612751,12,Houston,USA
76171,Gale Bishop,1948,1948,,6,3,195,1610612744,11,Washington State,USA
76172,Uwe Blab,1985,1989,1985,7,1,252,1610612742,33,Indiana,USA
76173,Charlie Black,1948,1951,,6,4,200,1610612765,21,Kansas,USA
76174,Norman Black,1980,1980,,6,5,185,1610612765,,St. Joseph's (PA),USA
76175,Tom Black,1970,1970,1964,6,10,220,1610612760,24,South Dakota State,USA
76177,Cory Blackwell,1984,1984,1984,6,6,210,1610612760,30,Wisconsin,USA
76179,Nate Blackwell,1987,1987,1987,6,4,170,1610612759,3,Temple,USA
76180,Alex Blackwell,1992,1992,,6,6,250,1610612747,30,Monmouth,USA
76182,George Blaney,1961,1961,1961,6,1,175,1610612752,15,Holy Cross,USA
76183,Lance Blanks,1990,1992,1990,6,4,190,1610612765,21,Texas-Austin,USA
76184,Ricky Blanton,1992,1992,1989,6,7,215,1610612741,17,Louisiana State,USA
76186,Leon Blevins,1950,1950,1950,6,2,160,1610610030,,Arizona,USA
76187,John Block,1966,1975,1966,6,10,207,1610612745,35,Southern California,USA
76188,Mike Bloom,1947,1948,,6,6,190,1610610024,11,Temple,USA
76189,Ray Blume,1981,1981,1981,6,4,185,1610612741,22,Oregon State,USA
76190,Nelson Bobb,1949,1952,1949,6,0,170,1610612744,5,Temple,USA
76191,Arlen Bockhorn,1958,1964,1958,6,4,200,1610612758,11,Dayton,USA
76195,Manute Bol,1985,1994,1985,7,6,200,1610612764,1,Bridgeport,USA
76196,Bill Bolger,1953,1953,1953,6,5,205,1610610024,,Georgetown,USA
76197,Doug Bolstorff,1957,1957,1957,6,4,195,1610612765,8,Minnesota,USA
76198,Phil Bond,1977,1977,1977,6,2,175,1610612745,30,Louisville,USA
76201,Ron Bonham,1964,1965,1964,6,4,192,1610612738,21,Cincinnati,USA
76203,George H. Bon Salle,1961,1961,1957,6,8,220,1610612764,33,Illinois,USA
76204,Ron Boone,1976,1980,1968,6,2,200,1610612758,24,Idaho State,USA
76206,Bob Boozer,1960,1970,1959,6,8,215,1610612758,20,Kansas State,USA
76207,Jake Bornheimer,1948,1949,,6,5,200,1610612744,15,Muhlenberg,USA
76209,Costic Borsavage,1950,1950,1950,6,8,220,1610612744,19,Temple,USA
76210,Vince Boryla,1949,1953,,6,5,210,1610612752,12,Denver,USA
76212,Lawrence Boston,1979,1979,1978,6,8,225,1610612764,4,Maryland,USA
76213,Tom Boswell,1975,1983,1975,6,8,220,1610612738,33,South Carolina,USA
76214,Don Boven,1949,1952,1949,6,4,210,1610612765,13,Western Michigan,USA
76217,Sam Bowie,1984,1994,1984,7,1,235,1610612751,31,Kentucky,USA
76221,Dennis Boyd,1978,1978,1977,6,1,175,1610612765,11,Detroit,USA
76222,Fred Boyd,1972,1977,1972,6,2,180,1610612755,4,Oregon State,USA
76223,Ken Boyd,1974,1974,1974,6,5,195,1610612762,33,Boston University,USA
76224,Harry Boykoff,1949,1950,,6,9,225,1610610037,16,St. John's (NY),USA
76225,Winford Boynes,1978,1980,1978,6,6,185,1610612751,6,San Francisco,USA
76226,Steve Bracey,1972,1974,1972,6,1,175,1610612737,22,Tulsa,USA
76227,Gary Bradds,1964,1965,1964,6,8,210,1610612764,33,Ohio State,USA
76229,Alonzo Bradley,1977,1979,1977,6,6,190,1610612745,22,Texas Southern,USA
76230,Charles Bradley,1981,1983,1981,6,5,215,1610612738,30,Wyoming,USA
76231,Dudley Bradley,1979,1988,1979,6,6,195,1610612754,22,North Carolina,USA
76232,Joe Bradley,1949,1949,,6,3,175,1610610025,,Oklahoma State,USA
76233,Bill Bradley,1967,1976,1965,6,5,205,1610612752,24,Princeton,USA
76237,Adrian Branch,1986,1989,1985,6,7,185,1610612757,1,Maryland,USA
76238,Bob Brannum,1949,1954,,6,6,215,1610612738,18,Michigan State,USA
76241,Jim Brasco,1952,1952,1952,6,1,170,1610612737,15,New York University,USA
76242,Mike Bratz,1977,1985,1977,6,2,185,1610612756,10,Stanford,USA
76243,Carl Braun,1947,1961,,6,5,180,1610612752,4,Colgate,USA
76245,Pete Brennan,1958,1958,1958,6,6,205,1610612752,15-16,North Carolina,USA
76247,Randy Breuer,1983,1993,1983,7,3,230,1610612749,45,Minnesota,USA
76248,Jim Brewer,1973,1981,1973,6,9,210,1610612739,8,Minnesota,USA
76249,Ron Brewer,1978,1985,1978,6,4,180,1610612757,10,Arkansas,USA
76250,Frank Brian,1949,1955,,6,1,180,1610612765,7,Louisiana State,USA
76252,Junior Bridgeman,1975,1986,1975,6,5,210,1610612749,2,Louisville,USA
76254,Al Brightman,1946,1946,,6,2,195,1610612738,8-16,University of Charleston,USA
76255,Audley Brindley,1946,1946,,6,4,175,1610612752,12-15,Dartmouth,USA
76256,John Brisker,1972,1974,,6,5,210,1610612760,40,Toledo,USA
76257,Allan Bristow,1973,1982,1973,6,7,210,1610612759,23,Virginia Tech,USA
76258,Tyrone Britt,1967,1967,,6,4,190,1610612745,31,Johnson C. Smith,USA
76259,Wayman Britt,1977,1977,1976,6,2,185,1610612765,12,Michigan,USA
76260,Mike Brittain,1985,1986,1985,7,0,235,1610612759,40,South Carolina,USA
76261,David Britton,1980,1980,1980,6,4,180,1610612764,33,Texas A&M,USA
76262,Jim Brogan,1981,1982,,6,4,185,1610612746,15,West Virginia Wesleyan,USA
76263,Gary Brokaw,1974,1977,1974,6,4,178,1610612749,7,Notre Dame,USA
76264,Price Brookfield,1948,1949,,6,4,185,1610610029,17,West Texas A&M,USA
76265,Kevin Brooks,1991,1993,1991,6,6,200,1610612743,43,Louisiana-Lafayette,USA
76266,Michael Brooks,1980,1987,1980,6,7,220,1610612746,35,La Salle,USA
76270,Darrell Brown,1948,1948,1948,6,2,175,1610610024,,Humboldt State,USA
76272,Fred Brown,1971,1983,1971,6,3,182,1610612760,32,Iowa,USA
76273,George Brown,1957,1957,1957,6,6,190,1610612747,,Wayne State,USA
76275,Harold Brown,1946,1946,,6,0,155,1610610028,,Evansville,USA
76276,John Brown,1973,1979,1973,6,7,220,1610612737,32-52,Missouri,USA
76277,Myron Brown,1991,1991,1991,6,3,180,1610612750,34,Slippery Rock,USA
76278,Leon Brown,1946,1946,,6,3,190,1610610026,,Wyoming,USA
76279,Lewis Brown,1980,1980,1977,6,11,225,1610612764,4,UNLV,USA
76282,Raymond Brown,1989,1989,,6,8,220,1610612762,24,Idaho,USA
76283,Rickey Brown,1980,1984,1980,6,10,215,1610612744,31,Mississippi State,USA
76285,Stan Brown,1947,1951,,6,3,200,1610612744,14,South Philadelphia HS (PA),USA
76287,Jim Browne,1948,1949,,6,10,235,1610610027,,Tilden Tech HS (IL),USA
76288,Stanley Brundy,1989,1989,1989,6,6,210,1610612751,21,DePaul,USA
76289,Emmette Bryant,1964,1971,1964,6,1,175,1610612752,7,DePaul,USA
76290,Joe Bryant,1975,1982,1975,6,10,185,1610612755,22,La Salle,USA
76291,Wallace Bryant,1983,1985,1982,7,0,245,1610612742,31,San Francisco,USA
76292,Torgeir Bryn,1989,1989,,6,9,250,1610612746,12,Texas State,Norway
76293,Joe Buckhalter,1961,1962,1958,6,7,210,1610612758,21,Tennessee State,USA
76294,Steve Bucknall,1989,1989,,6,6,215,1610612747,24,North Carolina,USA
76295,Cleveland Buckner,1961,1962,1961,6,9,210,1610612752,12,Jackson State,USA
76296,Quinn Buckner,1976,1985,1976,6,3,190,1610612749,25,Indiana,USA
76297,Dave Budd,1960,1964,1960,6,6,205,1610612752,10,Wake Forest,USA
76298,Walter Budko,1948,1951,1948,6,5,220,1610610024,19,Columbia,USA
76300,Greg Bunch,1978,1978,1978,6,6,190,1610612752,30,California State-Fullerton,USA
76301,Dick Bunt,1952,1952,1952,6,0,170,1610610024,,New York University,USA
76302,Bill Buntin,1965,1965,1965,6,7,250,1610612765,17,Michigan,USA
76303,Luther Burden,1976,1977,1975,6,2,185,1610612752,14,Utah,USA
76304,Roger Burkman,1981,1981,1981,6,5,175,1610612741,21,Louisville,USA
76305,Tom Burleson,1974,1980,1974,7,2,225,1610612760,16,North Carolina State,USA
76307,David Burns,1981,1981,1981,6,2,180,1610612743,5,St. Louis,USA
76308,Evers Burns,1993,1993,1993,6,8,260,1610612758,53,Maryland,USA
76309,Jim Burns,1967,1967,1967,6,3,195,1610612741,6,Northwestern,USA
76311,Art Burris,1950,1951,1950,6,5,220,1610612737,15,Tennessee,USA
76313,Bob Burrow,1956,1957,1956,6,7,228,1610612758,50,Kentucky,USA
76316,Steve Burtt,1984,1992,1984,6,2,185,1610612744,15,Iona,USA
76317,Don Buse,1976,1984,1972,6,4,190,1610612756,10,Evansville,USA
76318,Donnie Butcher,1961,1965,1961,6,2,200,1610612765,24,Pikeville,USA
76319,Al Butler,1961,1964,1961,6,2,175,1610612752,20,Niagara,USA
76320,Greg Butler,1988,1990,1988,6,11,240,1610612752,45,Stanford,USA
76321,Marty Byrnes,1978,1982,1978,6,7,215,1610612754,11,Syracuse,USA
76322,Tommy Byrnes,1946,1950,,6,3,175,1610612752,12,Seton Hall,USA
76323,Mike Bytzura,1946,1946,,6,1,170,1610610031,,Long Island-Brooklyn,USA
76324,Barney Cable,1958,1963,1958,6,7,175,1610612755,35,Bradley,USA
76326,Gerry Calabrese,1950,1951,1950,6,1,175,1610612755,13,St. John's (NY),USA
76328,Jim Caldwell,1967,1967,1965,6,10,240,1610612752,23,Georgia Tech,USA
76329,Joe Caldwell,1964,1969,1964,6,5,195,1610612737,27,Arizona State,USA
76330,Corky Calhoun,1972,1979,1972,6,7,210,1610612756,10,Pennsylvania,USA
76331,Bill Calhoun,1948,1954,,6,3,180,1610612737,3,CC of San Francisco,USA
76332,Demetrius Calip,1991,1991,,6,1,165,1610612747,7,Michigan,USA
76333,Tom Callahan,1946,1946,,6,1,180,1610610032,,Rockhurst,USA
76334,Rick Calloway,1990,1990,,6,6,180,1610612758,4,Kansas,USA
76336,Mack Calvin,1976,1980,1969,6,0,165,1610612743,21,Southern California,USA
76338,Tony Campbell,1984,1994,1984,6,7,215,1610612750,9,Ohio State,USA
76339,Larry Cannon,1973,1973,1969,6,4,195,1610612755,14,La Salle,USA
76340,Howie Carl,1961,1961,1961,5,9,160,1610612764,10,DePaul,USA
76341,Chet Carlisle,1946,1946,,6,5,195,1610610025,,California,USA
76342,Rick Carlisle,1984,1989,1984,6,5,210,1610612738,12,Virginia,USA
76343,Al Carlson,1975,1975,,6,11,235,1610612760,35,Oregon,USA
76344,Don Carlson,1946,1950,,6,0,170,1610612747,,Minnesota,USA
76345,Bob Carney,1954,1954,1954,6,3,170,1610612747,18,Bradley,USA
76346,Bob Carpenter,1949,1950,,6,5,200,1610612765,10-15,Texas A&M-Commerce,USA
76348,Austin Carr,1971,1980,1971,6,4,200,1610612739,34,Notre Dame,USA
76350,Kenny Carr,1977,1986,1977,6,7,220,1610612757,34,North Carolina State,USA
76351,M.L. Carr,1976,1984,1973,6,6,205,1610612738,30,Guilford,USA
76355,Butch Carter,1980,1985,1980,6,5,180,1610612754,12,Indiana,USA
76358,Howard Carter,1983,1984,1983,6,5,215,1610612743,32,Louisiana State,USA
76359,Jake Carter,1949,1949,1948,6,4,195,1610610027,,Texas A&M-Commerce,USA
76360,Reggie Carter,1980,1981,1979,6,3,175,1610612752,35,St. John's (NY),USA
76361,Ron Carter,1978,1979,1978,6,5,190,1610612747,13,Virginia Military Institute,USA
76362,Bill Cartwright,1979,1994,1979,7,1,245,1610612752,24,San Francisco,USA
